Time,A_Feed_S1,D_Feed_S2,E_Feed_S3,Total_Feed_S4,Recycle_Flow_S8,Reactor_Feed_Rate_S6,Reactor_Pressure,Reactor_Level,Reactor_Temperature,Purge_Rate_S9,Product_Sep_Temp,Product_Sep_Level,Prod_Sep_Pressure,Prod_Sep_Underflow_S10,Stripper_Level,Stripper_Pressure,Stripper_Underflow_S11,Stripper_Temp,Stripper_Steam_Flow,Compressor_Work,Reactor_Cooling_Water_Outlet_Temp,Separator_Cooling_Water_Outlet_Temp,Composition_A_S6,Composition_B_S6,Composition_C_S6,Composition_D_S6,Composition_E_S6,Composition_F_S6,Composition_A_S9,Composition_B_S9,Composition_C_S9,Composition_D_S9,Composition_E_S9,Composition_F_S9,Composition_G_S9,Composition_H_S9,Composition_D_S11,Composition_E_S11,Composition_F_S11,Composition_G_S11,Composition_H_S11,D_Feed_Flow_Stream_2,E_Feed_Flow_Stream_3,A_Feed_Flow_Stream_1,Total_Feed_Flow_Stream_4,Compressor_Recycle_Valve,Purge_Valve_Stream_9,Separator_Pot_Liquid_Flow_Stream_10,Stripper_Liquid_Product_Flow_Stream_11,Stripper_Steam_Valve,Reactor_Cooling_Water_Flow,Condensor_Cooling_Water_Flow
971.0,0.25151,3749.0,4474.4,9.3246,27.021,41.892,2702.8,74.681,120.43,0.34826,80.312,49.132,2632.5,25.395,49.371,3099.5,23.606,65.716,230.69,341.25,94.495,77.6,32.329,8.829,25.888,6.9987,18.727,1.6063,32.943,13.886,24.169,1.2796,18.722,2.2755,4.843,2.3089,0.012948,0.82916,0.10896,54.022,43.908,63.722,54.192,24.806,62.07,22.261,40.571,35.547,45.079,47.664,41.132,16.545
972.0,0.2511,3724.6,4485.0,9.2992,27.191,42.514,2700.8,74.827,120.41,0.34822,80.288,50.963,2630.0,24.001,49.933,3099.2,22.906,65.807,234.24,341.0,94.313,77.156,32.329,8.829,25.888,6.9987,18.727,1.6063,32.943,13.886,24.169,1.2796,18.722,2.2755,4.843,2.3089,0.012948,0.82916,0.10896,54.022,43.908,64.141,54.065,24.846,60.661,21.968,40.577,40.934,46.379,47.445,41.63,18.229
973.0,0.24202,3639.8,4563.9,9.3672,27.007,42.272,2699.0,74.971,120.4,0.34578,80.223,49.901,2628.0,24.647,51.121,3095.1,22.999,65.839,231.45,341.01,94.663,77.208,31.825,9.0307,26.148,6.8997,18.788,1.6613,32.831,13.591,23.682,1.2427,18.757,2.2421,4.9242,2.3396,0.012948,0.82916,0.10896,54.022,43.908,62.936,53.404,23.835,60.773,22.173,40.473,37.81,49.129,47.795,41.567,18.005
974.0,0.24354,3603.3,4488.9,9.1702,26.894,42.12,2697.6,74.941,120.36,0.34297,80.157,50.61,2626.8,25.33,51.629,3094.0,22.436,65.856,230.63,341.14,94.639,77.124,31.825,9.0307,26.148,6.8997,18.788,1.6613,32.831,13.591,23.682,1.2427,18.757,2.2421,4.9242,2.3396,0.012948,0.82916,0.10896,54.022,43.908,63.564,54.301,23.686,62.045,22.347,40.815,39.894,50.303,47.968,41.149,19.357
975.0,0.29039,3656.0,4565.0,9.2432,27.362,42.429,2699.2,75.259,120.38,0.30973,80.123,48.688,2627.4,25.485,50.032,3096.3,22.42,65.844,233.21,341.04,94.655,77.131,32.505,8.9127,26.586,7.0507,18.457,1.6648,32.938,14.002,23.928,1.2903,18.586,2.2886,4.8696,2.2939,0.012948,0.82916,0.10896,54.022,43.908,63.463,53.243,28.898,61.324,22.108,36.851,34.239,46.607,47.838,40.272,19.401
976.0,0.29388,3693.8,4472.0,9.2979,26.952,42.463,2699.7,74.725,120.38,0.30924,80.113,50.509,2628.1,24.994,49.478,3097.5,24.107,65.831,231.67,340.98,94.61,77.271,32.505,8.9127,26.586,7.0507,18.457,1.6648,32.938,14.002,23.928,1.2903,18.586,2.2886,4.8696,2.2939,0.022226,0.84578,0.10913,53.487,43.894,62.812,54.357,28.555,62.152,21.927,36.91,39.599,45.327,47.678,41.34,15.393
977.0,0.22677,3622.3,4601.8,9.2405,26.417,42.105,2700.9,75.584,120.41,0.35305,80.325,51.513,2629.3,25.072,49.485,3096.0,22.669,65.834,230.93,341.1,94.675,77.619,32.375,9.0049,26.11,7.0726,18.614,1.6932,32.729,13.849,23.487,1.2213,18.473,2.2656,4.9221,2.3295,0.022226,0.84578,0.10913,53.487,43.894,62.63,53.644,22.253,60.48,22.314,42.513,42.552,45.342,47.671,40.854,18.772
978.0,0.22639,3623.4,4500.3,9.2662,26.945,42.433,2699.4,75.079,120.37,0.35344,80.424,51.026,2628.5,26.638,48.259,3097.8,22.289,65.904,230.08,340.47,94.745,77.501,32.375,9.0049,26.11,7.0726,18.614,1.6932,32.729,13.849,23.487,1.2213,18.473,2.2656,4.9221,2.3295,0.022226,0.84578,0.10913,53.487,43.894,62.611,54.858,22.29,61.806,22.137,42.466,41.12,42.504,47.67,40.517,19.664
979.0,0.23736,3611.8,4540.7,9.2956,26.905,41.963,2698.9,75.869,120.39,0.34123,80.287,50.624,2627.2,23.575,48.943,3097.4,22.716,65.913,229.76,340.48,94.705,77.162,32.372,8.9169,25.953,6.8576,18.674,1.6885,32.792,13.87,23.429,1.1716,18.903,2.293,4.9057,2.2386,0.022226,0.84578,0.10913,53.487,43.894,62.449,54.029,23.171,59.689,21.809,40.027,39.937,44.088,47.622,40.753,18.673
980.0,0.2367,3632.3,4529.5,9.3815,27.26,42.275,2697.9,76.012,120.37,0.34047,80.098,51.098,2626.2,24.737,50.227,3095.9,23.486,65.844,229.84,340.27,94.903,77.511,32.372,8.9169,25.953,6.8576,18.674,1.6885,32.792,13.87,23.429,1.1716,18.903,2.293,4.9057,2.2386,0.022226,0.84578,0.10913,53.487,43.894,62.097,54.162,23.236,60.776,22.048,40.119,41.331,47.06,47.542,40.36,16.835
981.0,0.23432,3668.3,4540.2,9.3805,26.867,42.624,2698.2,76.204,120.42,0.33946,80.093,49.868,2626.1,26.276,47.623,3095.0,22.636,65.819,231.75,340.66,94.648,77.005,32.226,8.7342,26.145,7.0141,19.013,1.673,33.198,13.933,23.926,1.3711,18.55,2.2711,4.8862,2.4246,0.02209,0.84272,0.10752,54.135,44.052,63.285,53.911,23.143,58.875,21.981,40.862,37.71,41.032,47.732,40.937,18.902
982.0,0.23523,3675.8,4500.6,9.3173,27.028,42.406,2697.1,74.85,120.38,0.3407,80.152,51.305,2625.5,24.367,50.817,3096.9,22.19,65.797,232.42,339.86,94.795,77.412,32.226,8.7342,26.145,7.0141,19.013,1.673,33.198,13.933,23.926,1.3711,18.55,2.2711,4.8862,2.4246,0.02209,0.84272,0.10752,54.135,44.052,63.157,54.385,23.054,61.996,21.754,40.71,41.94,48.424,47.789,41.071,19.937
983.0,0.24931,3630.1,4452.7,9.3546,26.99,42.572,2698.9,74.962,120.39,0.34499,80.284,49.587,2627.8,25.47,49.696,3095.6,23.378,65.814,231.93,340.38,94.624,77.439,31.771,8.8809,26.221,6.7995,18.623,1.6487,32.95,13.802,24.064,1.0935,18.56,2.2223,4.8479,2.1983,0.02209,0.84272,0.10752,54.135,44.052,62.519,54.114,24.228,60.944,22.042,41.97,36.884,45.831,47.947,40.531,17.108
984.0,0.24798,3656.8,4486.5,9.355,26.851,42.137,2700.7,75.04,120.39,0.3481,80.411,48.486,2628.9,24.404,48.616,3098.6,23.025,65.88,231.34,340.14,94.901,77.726,31.771,8.8809,26.221,6.7995,18.623,1.6487,32.95,13.802,24.064,1.0935,18.56,2.2223,4.8479,2.1983,0.02209,0.84272,0.10752,54.135,44.052,62.058,53.71,24.359,60.692,21.875,41.591,33.645,43.33,48.111,40.937,17.909
985.0,0.29327,3693.9,4534.7,9.3403,26.683,42.431,2702.5,74.194,120.41,0.32943,80.574,49.81,2631.1,25.832,49.016,3101.4,22.251,65.921,233.99,340.29,94.399,77.693,32.35,8.8369,26.353,6.8823,18.95,1.6424,33.06,13.885,23.755,1.3918,18.826,2.2457,4.9073,2.2543,0.02209,0.84272,0.10752,54.135,44.052,63.28,54.083,28.942,61.615,21.65,40.429,37.539,44.258,47.983,40.769,19.726
986.0,0.29541,3643.9,4530.2,9.2513,26.927,42.322,2703.1,76.043,120.45,0.3359,80.501,51.135,2631.4,25.174,50.202,3102.4,22.985,66.01,233.1,339.99,94.662,77.439,32.35,8.8369,26.353,6.8823,18.95,1.6424,33.06,13.885,23.755,1.3918,18.826,2.2457,4.9073,2.2543,0.012268,0.83331,0.084059,53.817,43.683,64.14,54.137,28.732,61.703,21.74,39.64,41.441,47.002,48.104,41.409,17.993
987.0,0.2395,3622.5,4469.9,9.388,26.663,42.452,2699.3,75.095,120.43,0.34115,80.379,51.369,2627.3,25.19,51.698,3099.6,21.763,66.025,231.43,339.55,94.503,77.268,31.951,8.9934,26.19,6.977,18.937,1.681,32.875,13.969,23.658,1.2842,19.04,2.3086,4.9258,2.2959,0.012268,0.83331,0.084059,53.817,43.683,63.821,54.054,23.485,62.008,21.475,41.256,42.128,50.464,48.331,41.417,20.9
988.0,0.23976,3689.0,4503.8,9.3093,27.131,42.381,2698.2,74.47,120.38,0.34206,80.321,49.13,2626.4,24.126,48.736,3096.4,23.09,65.995,232.23,340.19,94.652,77.18,31.951,8.9934,26.19,6.977,18.937,1.681,32.875,13.969,23.658,1.2842,19.04,2.3086,4.9258,2.2959,0.012268,0.83331,0.084059,53.817,43.683,62.676,53.647,23.46,61.05,21.915,41.145,35.54,43.608,48.342,40.872,17.758
989.0,0.27864,3633.7,4514.0,9.2301,26.903,42.223,2695.6,75.758,120.37,0.35431,80.025,50.411,2623.8,26.477,48.847,3094.4,22.554,65.939,234.23,339.99,94.625,76.859,31.893,8.8329,25.975,6.997,19.401,1.6723,33.048,13.778,23.854,1.2753,19.048,2.28,4.9073,2.2917,0.012268,0.83331,0.084059,53.817,43.683,62.753,53.529,27.302,65.032,21.688,42.057,39.31,43.865,48.246,40.683,19.078
990.0,0.27768,3646.6,4468.7,9.375,26.886,42.451,2696.6,75.206,120.39,0.35248,80.118,49.605,2624.9,24.6,48.332,3093.2,23.543,65.888,234.75,340.62,94.832,77.559,31.893,8.8329,25.975,6.997,19.401,1.6723,33.048,13.778,23.854,1.2753,19.048,2.28,4.9073,2.2917,0.012268,0.83331,0.084059,53.817,43.683,62.531,54.071,27.396,60.982,21.987,42.28,36.937,42.675,48.287,40.608,16.696
991.0,0.28575,3659.0,4420.5,9.3835,27.041,42.174,2698.9,74.794,120.4,0.33363,80.244,49.783,2627.8,24.936,50.205,3094.9,23.244,65.873,233.72,340.9,94.628,77.45,31.553,8.9621,26.144,6.9109,19.006,1.6424,32.795,13.863,23.408,1.2205,18.818,2.2619,4.9344,2.2289,0.0031987,0.84048,0.10019,53.201,43.194,62.043,53.445,28.252,61.084,22.113,39.555,37.462,47.009,48.23,40.886,17.411
992.0,0.28804,3631.4,4470.7,9.3597,27.188,42.371,2700.0,75.699,120.39,0.33156,80.272,50.939,2628.4,25.537,49.281,3097.4,23.153,65.868,231.95,341.13,94.794,77.196,31.553,8.9621,26.144,6.9109,19.006,1.6424,32.795,13.863,23.408,1.2205,18.818,2.2619,4.9344,2.2289,0.0031987,0.84048,0.10019,53.201,43.194,62.517,52.844,28.027,60.567,22.207,39.808,40.863,44.869,48.366,40.704,17.642
993.0,0.32349,3663.0,4528.5,9.2635,26.827,42.505,2702.3,75.434,120.43,0.34227,80.303,49.095,2630.9,24.736,48.759,3100.0,22.982,65.912,231.96,341.15,94.564,77.477,32.164,8.9475,25.98,6.8227,18.542,1.6749,33.123,13.813,23.646,1.2304,18.78,2.2385,4.892,2.3439,0.0031987,0.84048,0.10019,53.201,43.194,62.661,53.048,31.957,63.795,22.081,40.764,35.437,43.662,48.346,41.033,18.026
994.0,0.32599,3650.8,4497.6,9.2781,27.046,42.432,2703.6,74.322,120.4,0.34578,80.292,49.475,2632.5,25.466,50.469,3100.8,22.5,65.906,230.47,341.82,94.668,77.737,32.164,8.9475,25.98,6.8227,18.542,1.6749,33.123,13.813,23.646,1.2304,18.78,2.2385,4.892,2.3439,0.0031987,0.84048,0.10019,53.201,43.194,62.872,53.418,31.711,60.771,22.163,40.336,36.555,47.619,48.459,40.72,19.143
995.0,0.26586,3673.3,4535.7,9.3791,27.319,42.65,2703.2,74.551,120.43,0.33614,80.214,47.902,2632.1,24.958,48.065,3101.6,22.912,65.908,231.58,341.51,94.577,77.162,32.302,8.9103,26.317,6.8372,19.193,1.66,33.243,13.764,23.868,1.1972,19.26,2.2366,4.9235,2.2902,0.0031987,0.84048,0.10019,53.201,43.194,63.273,54.102,26.672,61.643,22.223,40.182,31.926,42.055,48.34,42.492,18.204
996.0,0.2718,3657.4,4586.8,9.3554,26.671,42.723,2700.5,74.535,120.4,0.33806,79.952,50.693,2629.6,25.326,52.084,3098.5,22.69,65.871,235.19,341.73,94.587,77.106,32.302,8.9103,26.317,6.8372,19.193,1.66,33.243,13.764,23.868,1.1972,19.26,2.2366,4.9235,2.2902,0.0090944,0.83727,0.10852,53.732,44.531,63.546,53.49,26.087,62.351,21.82,39.948,40.139,51.358,48.187,40.644,18.756
997.0,0.2529,3689.0,4455.2,9.3072,26.963,42.04,2703.1,74.422,120.42,0.33191,80.143,50.221,2632.3,25.561,52.079,3097.8,23.391,65.833,234.14,342.21,94.622,77.316,32.827,8.8541,25.966,7.0658,18.984,1.7038,33.404,13.73,24.001,1.2303,18.638,2.3391,4.8875,2.3041,0.0090944,0.83727,0.10852,53.732,44.531,62.924,53.453,25.23,62.615,22.723,39.345,38.751,51.345,48.348,41.81,17.069
998.0,0.25466,3684.5,4430.9,9.3648,27.07,42.181,2702.2,74.74,120.39,0.32706,80.222,49.872,2631.1,24.418,51.439,3098.5,22.359,65.879,234.12,341.96,94.418,77.561,32.827,8.8541,25.966,7.0658,18.984,1.7038,33.404,13.73,24.001,1.2303,18.638,2.3391,4.8875,2.3041,0.0090944,0.83727,0.10852,53.732,44.531,63.001,53.743,25.057,61.434,22.458,39.936,37.723,49.864,48.41,40.512,19.493
999.0,0.19739,3600.4,4515.8,9.2696,27.03,42.313,2703.9,74.293,120.41,0.32717,80.425,48.205,2632.9,24.337,50.699,3098.3,22.311,65.937,234.23,342.41,94.68,77.702,32.694,9.0019,26.275,7.0459,18.372,1.6793,33.054,14.008,23.974,1.1673,18.901,2.2493,4.8613,2.2981,0.0090944,0.83727,0.10852,53.732,44.531,62.378,53.186,19.931,62.516,22.569,38.891,32.819,48.152,48.458,41.798,19.572
1000.0,0.19983,3591.1,4452.4,9.3657,26.791,42.331,2703.8,74.614,120.39,0.32973,80.43,48.787,2633.2,26.491,47.835,3097.6,22.938,66.011,233.19,342.39,94.747,77.14,32.694,9.0019,26.275,7.0459,18.372,1.6793,33.054,14.008,23.974,1.1673,18.901,2.2493,4.8613,2.2981,0.0090944,0.83727,0.10852,53.732,44.531,62.537,53.945,19.691,59.35,22.673,38.58,34.529,41.524,48.608,40.737,18.106
1001.0,0.20696,3599.5,4526.2,9.2773,26.622,42.206,2700.2,74.649,120.4,0.36231,80.08,51.099,2629.8,23.822,48.99,3096.4,22.747,65.969,235.37,342.59,94.902,77.167,32.26,8.7085,26.538,6.7765,18.786,1.618,33.513,13.906,24.255,1.0634,18.402,2.2636,4.7661,2.2418,-0.016105,0.83592,0.10464,54.251,42.952,62.403,54.581,20.346,62.102,22.386,42.112,41.335,44.197,48.397,40.519,18.578
1002.0,0.20551,3639.2,4535.5,9.4201,27.056,42.092,2701.6,75.556,120.36,0.3584,80.044,51.47,2630.4,27.091,50.883,3096.1,22.73,65.911,233.65,342.89,94.743,77.267,32.26,8.7085,26.538,6.7765,18.786,1.618,33.513,13.906,24.255,1.0634,18.402,2.2636,4.7661,2.2418,-0.016105,0.83592,0.10464,54.251,42.952,61.721,54.469,20.489,61.209,22.613,42.589,42.427,48.578,48.58,40.385,18.62
1003.0,0.24561,3681.6,4493.5,9.3696,26.969,42.58,2700.7,75.082,120.39,0.34709,79.879,49.712,2629.6,25.279,49.364,3098.6,23.1,65.862,233.93,342.24,94.736,77.184,32.425,8.9681,26.314,6.8162,19.201,1.6688,33.409,13.796,23.904,1.4854,18.735,2.2856,4.9514,2.2412,-0.016105,0.83592,0.10464,54.251,42.952,63.327,53.991,24.219,64.022,22.165,41.451,37.253,45.061,48.586,40.284,17.763
1004.0,0.24578,3680.2,4547.7,9.3787,26.935,42.675,2705.0,74.201,120.45,0.34907,80.19,48.893,2634.5,24.956,51.001,3100.2,23.647,65.834,236.0,342.21,94.466,77.862,32.425,8.9681,26.314,6.8162,19.201,1.6688,33.409,13.796,23.904,1.4854,18.735,2.2856,4.9514,2.2412,-0.016105,0.83592,0.10464,54.251,42.952,63.35,53.342,24.202,62.002,22.679,41.21,34.842,48.851,48.434,41.634,16.407
1005.0,0.22738,3686.7,4485.1,9.3391,27.32,42.281,2706.2,74.868,120.4,0.33944,80.453,51.568,2635.0,25.807,51.538,3104.8,23.749,65.942,235.1,342.11,94.67,77.744,31.828,8.9607,26.279,6.8122,18.442,1.6216,32.807,13.757,23.784,1.1306,18.123,2.2892,4.7778,2.3707,-0.016105,0.83592,0.10464,54.251,42.952,62.971,53.035,22.546,63.366,22.117,39.467,42.714,50.094,48.539,41.356,16.14
1006.0,0.22942,3682.2,4467.6,9.3684,26.563,42.581,2708.0,73.876,120.42,0.33464,80.585,50.269,2638.3,24.745,50.06,3103.7,22.651,66.034,232.55,342.64,94.301,77.837,31.828,8.9607,26.279,6.8122,18.442,1.6216,32.807,13.757,23.784,1.1306,18.123,2.2892,4.7778,2.3707,0.025122,0.84296,0.092005,53.94,44.012,63.047,53.245,22.345,62.337,22.495,40.053,38.891,46.673,48.754,41.014,18.709
1007.0,0.28899,3699.6,4532.5,9.4568,26.675,42.593,2706.9,74.311,120.42,0.33638,80.267,51.877,2636.7,25.548,50.12,3104.3,21.312,66.024,233.3,342.27,94.529,76.964,32.277,8.8906,26.782,6.8543,18.881,1.6798,32.926,13.777,23.905,1.2246,18.704,2.2435,4.8044,2.2809,0.025122,0.84296,0.092005,53.94,44.012,62.848,54.322,27.966,60.348,22.014,38.74,43.622,46.812,48.694,41.327,21.949
1008.0,0.29029,3667.2,4539.1,9.3652,26.896,42.344,2704.9,74.909,120.39,0.33091,79.86,48.642,2633.2,26.45,50.659,3102.4,22.646,65.974,236.06,342.9,94.5,77.023,32.277,8.8906,26.782,6.8543,18.881,1.6798,32.926,13.777,23.905,1.2246,18.704,2.2435,4.8044,2.2809,0.025122,0.84296,0.092005,53.94,44.012,63.406,54.243,27.838,61.744,22.117,39.408,34.104,48.059,48.461,41.595,18.804
1009.0,0.24416,3643.4,4533.1,9.462,26.726,42.511,2705.3,74.176,120.38,0.33409,79.919,49.439,2634.6,25.013,49.158,3100.5,22.666,65.874,234.37,342.87,94.556,77.349,31.904,9.0869,26.541,6.9891,18.873,1.694,32.988,13.813,23.783,1.1464,18.282,2.2361,4.921,2.3505,0.025122,0.84296,0.092005,53.94,44.012,63.492,53.257,24.113,61.073,22.526,39.474,36.448,44.585,48.631,41.093,18.755
1010.0,0.24491,3678.0,4488.9,9.2998,27.121,42.047,2705.9,74.858,120.41,0.33404,79.891,49.83,2635.5,26.83,50.798,3100.8,22.178,65.842,236.14,343.25,94.599,77.334,31.904,9.0869,26.541,6.9891,18.873,1.694,32.988,13.813,23.783,1.1464,18.282,2.2361,4.921,2.3505,0.025122,0.84296,0.092005,53.94,44.012,62.897,53.786,24.04,60.662,22.972,39.481,37.599,48.381,48.493,42.38,19.927
1011.0,0.28139,3618.7,4542.8,9.4919,26.853,42.292,2707.7,74.897,120.36,0.33541,80.015,49.934,2637.5,24.015,52.633,3101.8,22.149,65.819,235.09,343.19,94.5,77.378,32.049,8.8839,26.278,6.815,18.297,1.6719,33.182,13.861,23.926,1.0884,18.244,2.2426,4.8216,2.2208,0.021972,0.82291,0.098049,53.644,43.659,62.697,53.143,27.755,59.75,22.877,40.243,37.905,52.627,48.791,40.461,19.983
1012.0,0.28178,3653.4,4517.0,9.3393,27.05,42.577,2710.9,74.591,120.39,0.33655,80.122,50.553,2639.4,25.278,49.182,3105.3,22.484,65.856,235.27,343.67,94.663,77.456,32.049,8.8839,26.278,6.815,18.297,1.6719,33.182,13.861,23.926,1.0884,18.244,2.2426,4.8216,2.2208,0.021972,0.82291,0.098049,53.644,43.659,62.1,53.452,27.717,61.853,22.897,40.103,39.726,44.641,48.871,41.978,19.175
1013.0,0.26796,3695.4,4570.7,9.3921,27.16,42.678,2710.0,74.874,120.36,0.34237,79.918,49.883,2638.1,24.772,50.249,3107.3,23.254,65.87,237.24,343.52,94.56,77.322,32.269,8.8715,26.519,7.0813,18.702,1.6737,33.277,13.865,23.816,1.4281,18.548,2.2737,4.8326,2.3116,0.021972,0.82291,0.098049,53.644,43.659,62.885,54.255,26.749,61.857,22.645,40.679,37.755,47.11,48.792,40.413,17.371
1014.0,0.27085,3679.7,4550.7,9.3079,27.0,42.286,2712.9,74.914,120.43,0.34398,79.97,50.155,2642.8,25.009,50.723,3106.7,22.96,65.839,236.06,344.08,94.387,77.472,32.269,8.8715,26.519,7.0813,18.702,1.6737,33.277,13.865,23.816,1.4281,18.548,2.2737,4.8326,2.3116,0.021972,0.82291,0.098049,53.644,43.659,63.155,54.495,26.465,63.73,23.2,40.483,38.556,48.208,48.996,41.746,18.057
1015.0,0.24931,3619.4,4544.6,9.466,26.991,42.497,2713.3,74.423,120.35,0.34136,80.056,49.005,2642.8,27.001,51.17,3107.4,22.641,65.854,237.36,344.16,94.77,77.533,32.288,8.8566,26.309,6.9333,18.283,1.7068,33.235,13.99,23.976,1.344,18.22,2.2849,4.8282,2.3278,0.021972,0.82291,0.098049,53.644,43.659,61.795,53.622,24.45,61.074,23.127,40.975,35.173,49.242,48.976,40.52,18.795
